event_abbreviation,event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,type,code,conception_categories
StillBirth,Stillbirth,MDR,10045190,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,C0156904,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,possible,P,PrA,10045190,end_of_pregnancy
StillBirth,Stillbirth,MDR,10045191,Twin pregnancy with fetal loss and retention of one fetus- unspec as to eoc or not appli,C0156902,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,possible,P,PrA,10045191,end_of_pregnancy
StillBirth,Stillbirth,MDR,10053173,Stillbirth and fetal death,C0947987,Stillbirth and foetal death,narrow,P,PrA,10053173,end_of_pregnancy
StillBirth,Stillbirth,MDR,10055710,Twin pregnancy with foetal loss and retention of one foetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,possible,P,PrA,10055710,end_of_pregnancy
StillBirth,Stillbirth,MDR,10060443,Papyraceous foetus- antepartum,C0156727,Papyraceous foetus- antepartum,possible,P,PrA,10060443,end_of_pregnancy
StillBirth,Stillbirth,MDR,10076687,Late fetal death,C3829316,Late fetal death,narrow,P,PrA,10076687,end_of_pregnancy
StillBirth,Stillbirth,MDR,10076697,Late foetal death,C3829316,Late fetal death,narrow,P,PrA,10076697,end_of_pregnancy
StillBirth,Stillbirth,MDR,10076720,Perinatal death,C0701826,Perinatal death,narrow,P,PrA,10076720,end_of_pregnancy
StillBirth,Stillbirth,MDR,10078992,Fetal resorption,C0015951,Fetal Resorption,possible,P,PrA,10078992,end_of_pregnancy
StillBirth,Stillbirth,MDR,10079001,Foetal resorption,C0015951,Fetal Resorption,possible,P,PrA,10079001,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,646.00,Papyraceous fetus- unspecified as to episode of care,C0156725,Papyraceous fetus- unspecified as to episode of care or not applicable,possible,P,PrA,646.00,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,646.03,Papyraceous fetus- antepartum,C0156727,Papyraceous foetus- antepartum,possible,P,PrA,646.03,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus(es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,possible,P,PrA,651.4,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,656.4,Fetal death after completion of 22 weeks- gestation affecting management of mother,C0269792,Fetal death- affecting management of mother,narrow,P,PrA,656.4,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,656.40,Intrauterine death affecting management of mother- unspecified as to episode of care,C0157116,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,possible,P,PrA,656.40,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,656.41,Intrauterine death affecting management of mother- delivered,C0157117,Intrauterine death- affecting management of mother- delivered,narrow,P,PrA,656.41,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,656.43,Intrauterine death affecting management of mother- antepartum,C0157118,Intrauterine death- affecting management of mother- antepartum,possible,P,PrA,656.43,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,V27.1,Mother with single stillborn,C1313896,Encounter due to single stillbirth,narrow,P,PrA,V27.1,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,V27.3,Mother with twins- one liveborn and one stillborn,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,PrA,V27.3,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,V27.4,Mother with twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,PrA,V27.4,end_of_pregnancy
StillBirth,Stillbirth,MTHICD9,V27.7,Mother with other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,PrA,V27.7,end_of_pregnancy
StillBirth,Stillbirth,RCD,6332.,Single stillbirth,C0481458,Single stillbirth,narrow,P,PrA,6332.,end_of_pregnancy
StillBirth,Stillbirth,RCD,L160.,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,PrA,L160.,end_of_pregnancy
StillBirth,Stillbirth,RCD,L1600,Papyraceous fetus unspecified,C0156724,Fetus papyraceous,possible,P,PrA,L1600,end_of_pregnancy
StillBirth,Stillbirth,RCD,L1601,Papyraceous fetus - delivered,C0404857,papyraceous fetus with baby delivered,possible,P,PrA,L1601,end_of_pregnancy
StillBirth,Stillbirth,RCD,L160z,Papyraceous fetus NOS,C0156724,Fetus papyraceous,possible,P,PrA,L160z,end_of_pregnancy
StillBirth,Stillbirth,RCD,X40E0,Antepartum fetal death,C0405332,Antepartum fetal death,narrow,P,PrA,X40E0,end_of_pregnancy
StillBirth,Stillbirth,RCD,X40E3,Stillbirth,C0595939,Stillbirth,narrow,P,PrA,X40E3,end_of_pregnancy
StillBirth,Stillbirth,RCD,X40E5,Macerated stillbirth,C0235658,Macerated fetus,possible,P,PrA,X40E5,end_of_pregnancy
StillBirth,Stillbirth,RCD,X70EM,Perinatal death,C0701826,Perinatal death,narrow,P,PrA,X70EM,end_of_pregnancy
StillBirth,Stillbirth,RCD,XE0ve,Missed abortion,C0000814,Missed abortion,possible,P,PrA,XE0ve,end_of_pregnancy
StillBirth,Stillbirth,RCD,XaC1G,[X]Macerated stillbirth,C0235658,Macerated fetus,possible,P,PrA,XaC1G,end_of_pregnancy
StillBirth,Stillbirth,RCD,ZV271,[V]Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,P,PrA,ZV271,end_of_pregnancy
StillBirth,Stillbirth,RCD,ZV276,[V]Other multiple birth- some live born,C0481670,Other multiple births- some liveborn,narrow,P,PrA,ZV276,end_of_pregnancy
StillBirth,Stillbirth,RCD2,6332.,Single stillbirth,C0481458,Single stillbirth,narrow,P,PrA,6332.,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L160.,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,PrA,L160.,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L1600,Papyraceous fetus unspecified,C0156724,Fetus papyraceous,possible,P,PrA,L1600,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L1601,Papyraceous fetus - delivered,C0404857,papyraceous fetus with baby delivered,possible,P,PrA,L1601,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L160z,Papyraceous fetus NOS,C0156724,Fetus papyraceous,possible,P,PrA,L160z,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L264.,Intrauterine death,C0015927,Fetal Death,narrow,P,PrA,L264.,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L2640,Intrauterine death unspecified,C0015927,Fetal Death,narrow,P,PrA,L2640,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L2641,Intrauterine death-delivered,C0405331,Intrauterine death - delivered,narrow,P,PrA,L2641,end_of_pregnancy
StillBirth,Stillbirth,RCD2,L264z,Intrauterine death NOS,C0015927,Fetal Death,narrow,P,PrA,L264z,end_of_pregnancy
StillBirth,Stillbirth,RCD2,Q486.,Fetal death due to TOP,C0270277,Fetal death due to termination of pregnancy- NOS,narrow,P,PrA,Q486.,end_of_pregnancy
StillBirth,Stillbirth,RCD2,Q48D.,[X] Stillbirth,C0595939,Stillbirth,narrow,P,PrA,Q48D.,end_of_pregnancy
StillBirth,Stillbirth,RCD2,Q4z..,Other perinatal conditions NOS,C0701826,Perinatal death,narrow,P,PrA,Q4z..,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,10588007,muerte perinatal,C0701826,Perinatal death,narrow,P,PrA,10588007,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,14022007,muerte fetal que afecta el manejo de la situación materna,C0269792,Fetal death- affecting management of mother,narrow,P,PrA,14022007,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,16607004,aborto inadvertido,C0000814,Missed abortion,possible,P,PrA,16607004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,169827000,un solo mortinato,C0481458,Single stillbirth,narrow,P,PrA,169827000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,169829002,gemelos - uno- mortinato- el otro nacido vivo,,,narrow,P,PrA,169829002,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,169830007,gemelos- ambos mortinatos,,,narrow,P,PrA,169830007,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,169832004,trillizos - dos nacidos vivos y un mortinato,,,narrow,P,PrA,169832004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,169833009,trillizos - uno nacido vivo y dos mortinatos,,,narrow,P,PrA,169833009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,169834003,trillizos - todos mortinatos,,,narrow,P,PrA,169834003,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,1762004,Fetal death from asphyxia AND-OR anoxia during labor,,,narrow,P,PrA,1762004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,17766007,Fetal death from asphyxia AND-OR anoxia- not clear if noted before OR after onset of labor,,,narrow,P,PrA,17766007,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,198901003,feto macerado,C0235658,Macerated fetus,possible,P,PrA,198901003,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199068000,feto papiráceo no especificado,C0156724,Fetus papyraceous,possible,P,PrA,199068000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199069008,feto papiráceo - nacido,C0404857,papyraceous fetus with baby delivered,possible,P,PrA,199069008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199071008,feto papiráceo- SAI,C0156724,Fetus papyraceous,possible,P,PrA,199071008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199605001,IUD - muerte Intrauterina,C0015927,Fetal Death,narrow,P,PrA,199605001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199606000,muerte intrauterina no especificada,C0015927,Fetal Death,narrow,P,PrA,199606000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199607009,Intrauterine death - delivered,,,narrow,P,PrA,199607009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199607009,muerte intrauterina - nacido (evento),,,narrow,P,PrA,199607009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199608004,Intrauterine death with antenatal problem,,,narrow,P,PrA,199608004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,199609007,muerte intrauterina- SAI,C0015927,Fetal Death,narrow,P,PrA,199609007,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,206258000,Fetal death due to prelabor anoxia,,,narrow,P,PrA,206258000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,206259008,Fetal death due to labor anoxia,,,narrow,P,PrA,206259008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,22514005,nacimiento de término de gemelos dicigóticos- uno vivo- uno muerto,,,narrow,P,PrA,22514005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237361005,Antepartum fetal death,,,narrow,P,PrA,237361005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237361005,muerte fetal preparto,C0405332,Antepartum fetal death,narrow,P,PrA,237361005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237362003,Fetal intrapartum death,,,narrow,P,PrA,237362003,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237363008,Intrauterine death of one twin,,,narrow,P,PrA,237363008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237364002,mortinato,C0595939,Stillbirth,narrow,P,PrA,237364002,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237365001,mortinato reciente,,,narrow,P,PrA,237365001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,237366000,mortinato macerado,C0235658,Macerated fetus,narrow,P,PrA,237366000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,276503009,muerte perinatal y neonatal,C0455986,Perinatal and neonatal death,narrow,P,PrA,276503009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,276503009,muerte perinatal y neonatal (evento),,,narrow,P,PrA,276503009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,276505002,muerte neonatal tardía,,,narrow,P,PrA,276505002,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,276506001,muerte del recién nacido (evento),,,narrow,P,PrA,276506001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,276507005,muerte fetal,C0015927,Fetal Death,narrow,P,PrA,276507005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,276507005,muerte fetal (evento),,,narrow,P,PrA,276507005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,28996007,mortinato prematuro de sexo femenino (1000 - 2499 gramos),,,narrow,P,PrA,28996007,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,30165006,nacimiento prematuro de gemelos dicigóticos- uno vivo- uno muerto,,,narrow,P,PrA,30165006,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,309759009,[X]mortinato macerado,C0235658,Macerated fetus,possible,P,PrA,309759009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,315959000,[V]mortinato único,C1313896,Encounter due to single stillbirth,narrow,P,PrA,315959000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,315964001,[V]otro nacimiento múltiple- algunos niños nacidos vivos,C0481670,Other multiple births- some liveborn,narrow,P,PrA,315964001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,316756005,[X]otros nacimientos múltiples- algunos vivos,C0481670,Other multiple births- some liveborn,narrow,P,PrA,316756005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,35608009,mortinato inmaduro de sexo masculino (500 - 999 gramos),,,narrow,P,PrA,35608009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,3798002,nacimiento prematuro de gemelos monocigóticos- ambos muertos,,,narrow,P,PrA,3798002,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,38257001,nacimiento de término de gemelos monocigóticos- uno vivo- otro muerto,,,narrow,P,PrA,38257001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,38651009,feto momificado,C3714710,Mummified Fetus,possible,P,PrA,38651009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,391181005,muerte neonatal temprana,,,narrow,P,PrA,391181005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,39213008,nacimiento prematuro de mellizos idénticos- uno vivo- uno muerto,,,narrow,P,PrA,39213008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,399363000,muerte fetal tardía que afecta el manejo de la madre,C0269792,Fetal death- affecting management of mother,narrow,P,PrA,399363000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,408796008,mortinato - se desconoce si la muerte fetal se produjo durante el parto o antes del trabajo de parto,,,narrow,P,PrA,408796008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,414249001,feto de aspecto papiráceo,C0156724,Fetus papyraceous,possible,P,PrA,414249001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,44174001,Fetal death from asphyxia AND-OR anoxia before onset of labor,,,narrow,P,PrA,44174001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,44174001,muerte fetal por asfixia Y-O anoxia antes del inicio del trabajo de parto,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,PrA,44174001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,445548006,feto muerto en útero,C2919450,Dead fetus in utero,possible,P,PrA,445548006,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,445862009,Fetal death due to asphyxia,,,narrow,P,PrA,445862009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,445868008,Fetal death due to anoxia,,,narrow,P,PrA,445868008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,446035009,Fetal death due to asphyxia during labor,,,narrow,P,PrA,446035009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,45513003,feto macerado,C0235658,Macerated fetus,possible,P,PrA,45513003,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,52942000,nacimiento de término de mellizos muertos,,,narrow,P,PrA,52942000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,54650005,nacimiento prematuro de gemelos muertos,,,narrow,P,PrA,54650005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,67313008,Fetal death due to termination of pregnancy,,,narrow,P,PrA,67313008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,67313008,muerte fetal por interrupción de embarazo (evento),,,narrow,P,PrA,67313008,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,68509000,mortinato inmaduro de sexo femenino (500 - 999 gramos),,,narrow,P,PrA,68509000,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,70112005,mortinato de sexo femenino (2500 gramos o más),,,narrow,P,PrA,70112005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,713202001,mortinato antes del parto,C3831525,Antepartum stillbirth,narrow,P,PrA,713202001,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,72543004,feto muerto inmaduro- sexo indeterminado (500 - 999 gramos),C0233339,Stillbirth of immature fetus- sex undetermined (500-999 gms.),narrow,P,PrA,72543004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,72543004,feto muerto inmaduro- sexo indeterminado (500 - 999 gramos) (hallazgo),,,narrow,P,PrA,72543004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,740597009,complicación del cordón umbilical durante el trabajo de parto y el parto,C0157307,Umbilical cord complication during labor and delivery,possible,P,PrA,740597009,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,7428005,muerte fetal intrauterina que afecta el manejo de la situación materna,C0269792,Fetal death- affecting management of mother,narrow,P,PrA,7428005,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,75697004,Term birth of identical twins- both stillborn,,,narrow,P,PrA,75697004,end_of_pregnancy
StillBirth,Stillbirth,SCTSPA,762612009,cuatrillizos mortinatos,,,narrow,P,PrA,762612009,end_of_pregnancy
